,user_review,rating,review_date,pengalaman visual,fungsi,performa dan stabilitas
2070,DOWNLOAD NOICE KARNA TRIO KURNIA,5,2023-01-20 13:39:38,netral,netral,netral
2071,Mantap lah untuk dengerin podcast horror,5,2023-01-20 9:16:38,netral,netral,netral
2073,"mantap, saya bisa membuat karya walaupun masih harus banyak belajar",5,2023-01-20 4:38:55,netral,netral,netral
2074,sangat seru menemani di saat santai,5,2023-01-20 4:35:19,netral,netral,netral
2076,harapannya noice tidak ada iklan seperti aplikasi sebelah 🤫,3,2023-01-19 10:34:44,netral,netral,netral
2079,Lemot bangettt gak bisa dibuka,1,2023-01-18 5:11:29,netral,netral,negatif
2081,Kalo bisa dikembangkan ke platform dekstop y,5,2023-01-18 1:27:52,netral,netral,netral
2082,btw min buat dong buat di desktop atau di web gt hehe,5,2023-01-17 14:37:25,netral,netral,netral
2083,trio Kurnia kur kur kur kur,5,2023-01-17 2:28:06,netral,netral,netral
2084,"Ceritanya bagus,q lebih suka yg horror",5,2023-01-17 0:32:31,netral,netral,netral
2086,Bagus banget dan banyak ilmu daging dari aplikasi NOICE,5,2023-01-16 7:17:06,netral,netral,netral
2087,Ini aplikasi dengerin orang mbaca naskah . Hadehhhh mbosenin.,3,2023-01-16 5:06:23,netral,netral,netral
2088,aplikasi niki kulo remen sanget 🥰,5,2023-01-16 4:28:35,netral,netral,netral
2090,"segitu aja dll, podcast nya seru seru bagus, masih belum nemu acara yang pecah ngga ada paman coki ngga seru, standup podcast bisa kali KLO ada",4,2023-01-15 15:26:11,netral,netral,netral
2091,"Apknya sangat bagus, sya kasih bintang 5, pokoknya nih apk the best banget😍",5,2023-01-15 14:30:03,netral,netral,netral
2092,Aplikasi yang paling bagus banget deh,5,2023-01-15 3:12:11,netral,netral,netral
2093,"suka banget sama app nya. awalnya penasaran karna sering bgt muncul di iklan yutub pas udah donlot dan dengerun podcast horor jadi ketagihan buat dengerin, nambahin cerita horor juga yang belum pernah di denger walaupun sendirinya takut wkwkwk",5,2023-01-15 0:51:55,netral,netral,netral
2094,temen di saat berangkat/pulang kerja sendiri banyak inspirasi,5,2023-01-15 0:46:45,netral,netral,netral
2095,"👍sangat bagus dan banyak kontennya. saran saya, ""file yang didownload dikategorikan berdasarkan acara/podcastnya"" karena kadang2 tidak sesuai riwayat unduh, itu saja dan Terimakasih banyak atas aplikasinya",5,2023-01-14 18:04:36,netral,netral,netral
2096,"saran min, bikin event ngundang org dong kaya refferal gtu, yang ngundang sama yang diundang kasih cuan.",5,2023-01-13 21:51:42,netral,netral,netral
2097,"Tolonh dong di huat bisa mirorring ke android tv via wifi dll, biar bisa di dengerin lewat TV",5,2023-01-13 11:59:22,netral,netral,netral
2102,"lagi dengerin podcast, suka stop sendiri.",3,2023-01-11 23:42:21,netral,netral,negatif
2104,"Pengen banget ada noice versi lite :"" Hp kentangku agak menjerit sama ukuran aplikasi versi yg ini :') mungkin bisa jadi pertimbangan buat tim nya noice, utk mewujudkan aspirasi para pengguna hp kentang ini :)",5,2023-01-11 10:29:32,netral,netral,netral
2109,Kelamaan pengalihan dr link ke aplikasinya,1,2023-01-09 14:39:10,netral,netral,negatif
2110,Bg bisa buat channel suara dari pantat gk? Kalo gk bisa bintang 1,5,2023-01-08 16:06:28,netral,netral,netral
2111,"karena sopanstek , gua install aplikasi noice ini",5,2023-01-08 14:39:56,netral,netral,netral
2112,Obat kangen dengerin cuap-cuap diradio,5,2023-01-08 12:15:09,netral,netral,netral
2116,Nyesek sih lagi ngerasain feelnya tiba2 muncul iklan.,4,2023-01-07 16:04:55,netral,netral,netral
2118,"Ko upgrade yg terbaru ini, cukup nge-bug ya. Setelah saya download audio nya,dan saya mendengarkan offline, audionya berhenti di tengah2 timing nya kaya sinyal ngelag. Udah saya coba buka tutup aplikasi, bahkan bersihin cache, tetep sama aja saat offline. Tapi saat coba online, lancar kembali. Sebelum di upgrade, aman2 aja kalo dengerin audio download nya saat offline. Ini diganti sistem dengerin offline nya, jadi harus tetep online, makanya dibikin jadi terbatas atau emang ngebug ya?",3,2023-01-07 12:03:54,netral,netral,negatif
2119,"kurang suka sama noice yang sekarang, terlalu banyak iklannya sangat menggangu saat mendengarkan podcast , dan lebih suka noice yang dulu",1,2023-01-07 0:49:53,netral,netral,netral
2121,Download cuma pengen dengerin paman coki,5,2023-01-06 14:10:45,netral,netral,netral
2122,seru tapi memori langsung penuh🤣🤣 bintang 3 aja yaa karna ga didownload pun memori ponsel yg dipakai lumayan gede kalo sering dengerin mah,3,2023-01-06 12:44:03,netral,netral,negatif
2124,Udah bagus setelah update thanks noice,5,2023-01-06 1:49:49,netral,netral,netral
2127,Tingkatkan lagi kualitas nya dong,5,2023-01-05 17:35:07,netral,netral,netral
2128,"Semenjak update ad bug di iklan, mohon diperbaiki lgi y min",2,2023-01-05 12:11:04,netral,netral,negatif
2129,"Bagus, gampang buatnya, cuman masih bingung. Gimana caranya biar podcast di noice bisa ada iklannya, terimakasih.",4,2023-01-05 11:07:16,netral,netral,netral
2130,Kok subs nya gk tampil di profil? Ini bug kah tolong diperbaiki ya krn jd susah kita cari channel yg sdh kita subs,4,2023-01-05 9:40:42,negatif,netral,netral
2132,The Best Pokoknya Bikin Hari Terhibur Tiap Dengerin Diary Cokay Pardayday 😁😁😁😁😁😁😁😁 Trio Kurniaaaaaaaaa😁😁😁😁😁,5,2023-01-04 12:11:32,netral,netral,netral
2133,Sering mati sendiri audionya !,1,2023-01-04 11:28:11,netral,netral,negatif
2134,makasih banget buat pengembangan aplikasi ini. sangat-sangat bermanfaat ❤,5,2023-01-04 10:42:44,netral,netral,netral
2135,Gw masuk ke noice gak bisa kenapa yak padahal gw liat di play store gak ada update,1,2023-01-04 7:17:58,netral,netral,negatif
2136,seruu bngt baru kli ini denger cerita seseru itu,5,2023-01-04 4:20:40,netral,netral,netral
2137,sangat bagus aplikasi ini. apalagi banyak fitur yang sangat membantu dalam kehidupan sehari2,5,2023-01-04 0:42:44,netral,netral,netral
2139,Download noice gara2 Kurnia Andre,3,2023-01-03 11:51:00,netral,netral,netral
2144,"Wah keren nih apk, kalo g ada uncle coki gua g mau sih download nih apk chaks, hahahhha becanda kok bagus nih apk rekomend buat kalian yng seneng dengerin podcast",5,2023-01-02 20:47:18,netral,netral,netral
2145,Noice ini bakal jadi app yg tepat sasaran buat lo yg suka dengerin doang,5,2023-01-02 15:15:16,netral,netral,netral
2148,dlu noice tagline ny grtis ...skrg sudah mulai maen koin2an,5,2023-01-02 3:19:07,netral,netral,netral
2151,"Tolong ini aplikasinya diperbaiki, saya mendengarkan podcast sama sekali tidak nyaman karena sering tersendat2 saat streaming padahal sinyal bagus dan kencang, yg ada bawaannya emosi sama ni aplikasi, padahal isinya bagus2. Saya nahan2 emosi lho ini buat ngetik ini, ingin sekali saya berkata bangsad, AJG, dan teman2nya.",5,2023-01-01 17:19:56,netral,netral,negatif
2153,"terganggu sama iklanya,bukan msalah ada atau tidaknya iklan, tapi maslahnya iklanya cm muter² doang jadi gk bisa dengerin kontenya..",1,2023-01-01 14:50:35,netral,negatif,netral
