,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize
566,"Iseng download noice gara-gara YouT*be yang makin hari makin ga relevan, ternyata interest juga sama konten noise terutama ""Onad Hesti"" tapi sayangnya udah ga perpanjang. Tolong dong lebih reguler lagi kalo bisa tiap hari biar ga bosen nunggu",netral,netral,netral,"iseng download noice gara-gara yout*be yang makin hari makin ga relevan, ternyata interest juga sama konten noise terutama ""onad hesti"" tapi sayangnya udah ga perpanjang. tolong dong lebih reguler lagi kalo bisa tiap hari biar ga bosen nunggu",iseng download noice gara gara yout be yang makin hari makin ga relevan  ternyata interest juga sama konten noise terutama  onad hesti  tapi sayangnya udah ga perpanjang  tolong dong lebih reguler lagi kalo bisa tiap hari biar ga bosen nunggu,iseng download noice gara gara yout be yang makin hari makin ga relevan  ternyata interest juga sama konten noise terutama  onad hesti  tapi sayangnya udah ga perpanjang  tolong dong lebih reguler lagi kalo bisa tiap hari biar ga bosen nunggu,iseng download noice gara gara yout be ga relevan interest konten noise onad hesti sayangnya udah ga perpanjang tolong reguler kalo biar ga bosen nunggu,iseng unduh noice gara gara yout menjadi tidak relevan bunga konten noise onad hesti sayangnya sudah tidak perpanjang tolong reguler kalau supaya tidak bosan menunggu
567,"oke, cukup membuat saya pulas tidurnya",netral,netral,netral,"oke, cukup membuat saya pulas tidurnya",oke  cukup membuat saya pulas tidurnya,oke  cukup membuat saya pulas tidurnya,oke pulas tidurnya,ya pulas tidurnya
568,Nge bug mulu tiap mau masuk malah force close,netral,netral,negatif,nge bug mulu tiap mau masuk malah force close,nge bug mulu tiap mau masuk malah force close,nge bug mulu tiap mau masuk malah force close,nge bug mulu masuk force close,nge eror terus masuk memaksa close
569,"setalah update ke andorid 13, udah gak ada lagi untuk maju atau mundurin di notif",negatif,netral,netral,"setalah update ke andorid 13, udah gak ada lagi untuk maju atau mundurin di notif",setalah update ke andorid 13  udah gak ada lagi untuk maju atau mundurin di notif,setalah update ke andorid 13  udah gak ada lagi untuk maju atau mundurin di notif,setalah update andorid 13 udah gak maju mundurin notif,setalah pembaruan andorid 13 sudah tidak maju mundurin notif
570,Tolong kembalikan musuh masyarakat seperti season 1-3 VIP pun tidak masalah,netral,netral,netral,tolong kembalikan musuh masyarakat seperti season 1-3 vip pun tidak masalah,tolong kembalikan musuh masyarakat seperti season 1 3 vip pun tidak masalah,tolong kembalikan musuh masyarakat seperti season 1 3 vip pun tidak masalah,tolong kembalikan musuh masyarakat season 1 3 vip tidak,tolong kembalikan musuh masyarakat season 1 3 vip tidak
571,"banyak iklan, trus apa itu vip wkwkwk",netral,netral,netral,"banyak iklan, trus apa itu vip wkwkwk",banyak iklan  trus apa itu vip wkwkwk,banyak iklan  trus apa itu vip wkwkwk,iklan trus vip wkwkwk,iklan terus vip tertawa
572,"Untuk masa penarikan diamond tolong di percepat, sudah lewat 5 hari tapi dana tak kunjung masuk ke rekening",netral,negatif,netral,"untuk masa penarikan diamond tolong di percepat, sudah lewat 5 hari tapi dana tak kunjung masuk ke rekening",untuk masa penarikan diamond tolong di percepat  sudah lewat 5 hari tapi dana tak kunjung masuk ke rekening,untuk masa penarikan diamond tolong di percepat  sudah lewat 5 hari tapi dana tak kunjung masuk ke rekening,penarikan diamond tolong percepat 5 dana kunjung masuk rekening,penarikan diamond tolong percepat 5 dana kunjung masuk rekening
573,"Install noice cma mw dngerin MUSUH MASYARAKAT. Dulu sih oke smpai ane rekomendasi Sma teman"" buat install NOICE , tpi sekrg udh pkek koin VIP dan isi.a sprti dngerin jokes bpak"" yg Lg ronda Ciiaaaaaaaaa",netral,netral,netral,"install noice cma mw dngerin musuh masyarakat. dulu sih oke smpai ane rekomendasi sma teman"" buat install noice , tpi sekrg udh pkek koin vip dan isi.a sprti dngerin jokes bpak"" yg lg ronda ciiaaaaaaaaa",install noice cma mw dngerin musuh masyarakat  dulu sih oke smpai ane rekomendasi sma teman  buat install noice   tpi sekrg udh pkek koin vip dan isi a sprti dngerin jokes bpak  yg lg ronda ciiaaaaaaaaa,install noice cma mw dngerin musuh masyarakat  dulu sih oke smpai ane rekomendasi sma teman  buat install noice   tpi sekrg udh pkek koin vip dan isi a sprti dngerin jokes bpak  yg lg ronda ciiaaaaaaaaa,install noice cma mw dngerin musuh masyarakat sih oke smpai ane rekomendasi sma teman install noice tpi sekrg udh pkek koin vip isi a sprti dngerin jokes bpak yg lg ronda ciiaaaaaaaaa,instal noice hanya ingin dngerin musuh masyarakat sebenarnya ya sampai aku rekomendasi sama teman instal noice tetapi sekrg sudah pakai koin vip isi a seperti dngerin jokes bpak yang lagi ronda ciiaaaaaaaaa
574,noice makin keren dan mulai diisi dengan berbagai media konten. Good job Noice🔥,netral,netral,netral,noice makin keren dan mulai diisi dengan berbagai media konten. good job noice🔥,noice makin keren dan mulai diisi dengan berbagai media konten  good job noice ,noice makin keren dan mulai diisi dengan berbagai media konten  good job noice,noice keren diisi media konten good job noice,noice keren diisi media konten bagus pekerjaan noice
575,"Dengerin cerita hororr disini emang seru banget,cepet download dan support noice terus!",netral,netral,netral,"dengerin cerita hororr disini emang seru banget,cepet download dan support noice terus!",dengerin cerita hororr disini emang seru banget cepet download dan support noice terus ,dengerin cerita hororr disini emang seru banget cepet download dan support noice terus,dengerin cerita hororr emang seru banget cepet download support noice,dengarkan cerita hororr memang seru sekali cepat unduh mendukung noice
576,Yg bilang aplikasi berhenti sendiri.. Hape kalian kentang itu,netral,netral,positif,yg bilang aplikasi berhenti sendiri.. hape kalian kentang itu,yg bilang aplikasi berhenti sendiri   hape kalian kentang itu,yg bilang aplikasi berhenti sendiri   hape kalian kentang itu,yg bilang aplikasi berhenti hape kentang,yang berkata aplikasi berhenti ponsel kentang
577,Di device samsung sering banget crash appnya,netral,netral,negatif,di device samsung sering banget crash appnya,di device samsung sering banget crash appnya,di device samsung sering banget crash appnya,device samsung banget crash appnya,device samsung sekali crash appnya
578,"5 bintang nya dong,, sekeren ini",netral,netral,netral,"5 bintang nya dong,, sekeren ini",5 bintang nya dong   sekeren ini,5 bintang nya dong   sekeren ini,5 bintang nya sekeren,5 bintang nya sekeren
579,sekarang kalau download menunggu mulu min,netral,netral,netral,sekarang kalau download menunggu mulu min,sekarang kalau download menunggu mulu min,sekarang kalau download menunggu mulu min,download menunggu mulu min,unduh menunggu terus admin
580,"Too much ad, 30 sec unskipable ad everytime",netral,netral,netral,"too much ad, 30 sec unskipable ad everytime",too much ad  30 sec unskipable ad everytime,too much ad  30 sec unskipable ad everytime,too much ad 30 sec unskipable ad everytime,juga sangat ada 30 sec unskipable ada everytime
581,Kadang mau play yang pernah dipause kembali dari awal ga lanjut ke menit yang terakhir,netral,negatif,netral,kadang mau play yang pernah dipause kembali dari awal ga lanjut ke menit yang terakhir,kadang mau play yang pernah dipause kembali dari awal ga lanjut ke menit yang terakhir,kadang mau play yang pernah dipause kembali dari awal ga lanjut ke menit yang terakhir,kadang play dipause ga menit,kadang putar dipause tidak menit
582,Vip makin banyak. Tidak ramah untuk pecinta gratisan. Saatnya uninstall. Pindah spotify lagi,netral,netral,netral,vip makin banyak. tidak ramah untuk pecinta gratisan. saatnya uninstall. pindah spotify lagi,vip makin banyak  tidak ramah untuk pecinta gratisan  saatnya uninstall  pindah spotify lagi,vip makin banyak  tidak ramah untuk pecinta gratisan  saatnya uninstall  pindah spotify lagi,vip tidak ramah pecinta gratisan uninstall pindah spotify,vip tidak ramah pecinta gratisan uninstall pindah spotify
583,Kenapa sih harus ada VIP. Kenapa ga kayak kebanyakan App. Pilihannya dua aja Iklan dan premium. Kenapa harus sok²an beda...,netral,netral,netral,kenapa sih harus ada vip. kenapa ga kayak kebanyakan app. pilihannya dua aja iklan dan premium. kenapa harus sok²an beda...,kenapa sih harus ada vip  kenapa ga kayak kebanyakan app  pilihannya dua aja iklan dan premium  kenapa harus sok²an beda   ,kenapa sih harus ada vip  kenapa ga kayak kebanyakan app  pilihannya dua aja iklan dan premium  kenapa harus sok²an beda,sih vip ga kayak kebanyakan app pilihannya aja iklan premium sok²an beda,sebenarnya vip tidak seperti kebanyakan aplikasi pilihannya saja iklan premium sok²an beda
584,Kalau bukan karena mau dengerkan trio kurnia gak bakalan mau download noice. Terimakasih udah bisa hadirkan 3 pelawak terlucu jadi satu dan bisa dengerkan secara gratis Noice Keren Trio Kurnia Kur Kur kurrr,netral,netral,netral,kalau bukan karena mau dengerkan trio kurnia gak bakalan mau download noice. terimakasih udah bisa hadirkan 3 pelawak terlucu jadi satu dan bisa dengerkan secara gratis noice keren trio kurnia kur kur kurrr,kalau bukan karena mau dengerkan trio kurnia gak bakalan mau download noice  terimakasih udah bisa hadirkan 3 pelawak terlucu jadi satu dan bisa dengerkan secara gratis noice keren trio kurnia kur kur kurrr,kalau bukan karena mau dengerkan trio kurnia gak bakalan mau download noice  terimakasih udah bisa hadirkan 3 pelawak terlucu jadi satu dan bisa dengerkan secara gratis noice keren trio kurnia kur kur kurrr,dengerkan trio kurnia gak download noice terimakasih udah hadirkan 3 pelawak terlucu dengerkan gratis noice keren trio kurnia kur kur kurrr,dengerkan trio kurnia tidak unduh noice terima kasih sudah hadirkan 3 pelawak terlucu dengerkan gratis noice keren trio kurnia kur kur kurrr
585,Uda terlalu mata duit ini aplikasi. Uda beli VIP tp hanya bisa didengar satu episode itu saja. Itu pun berlaku 1bulan. Kalau emang mau berlaku satu bulan seharusnya bisa digunakan untuk mendengarkan semua yg VIP. Bagus pindah ke Spo****,netral,netral,netral,uda terlalu mata duit ini aplikasi. uda beli vip tp hanya bisa didengar satu episode itu saja. itu pun berlaku 1bulan. kalau emang mau berlaku satu bulan seharusnya bisa digunakan untuk mendengarkan semua yg vip. bagus pindah ke spo****,uda terlalu mata duit ini aplikasi  uda beli vip tp hanya bisa didengar satu episode itu saja  itu pun berlaku 1bulan  kalau emang mau berlaku satu bulan seharusnya bisa digunakan untuk mendengarkan semua yg vip  bagus pindah ke spo    ,uda terlalu mata duit ini aplikasi  uda beli vip tp hanya bisa didengar satu episode itu saja  itu pun berlaku 1bulan  kalau emang mau berlaku satu bulan seharusnya bisa digunakan untuk mendengarkan semua yg vip  bagus pindah ke spo,uda mata duit aplikasi uda beli vip tp didengar episode berlaku 1bulan emang berlaku mendengarkan yg vip bagus pindah spo,sudah mata uang aplikasi sudah beli vip tetapi didengar episode berlaku 1bulan memang berlaku mendengarkan yang vip bagus pindah spo
586,"Lagi enak dengerin eh mati sendiri, udah instal ulang tpi tetap juga, tolong di perbaiki ya soalnya aplikasinya menghibur",netral,negatif,negatif,"lagi enak dengerin eh mati sendiri, udah instal ulang tpi tetap juga, tolong di perbaiki ya soalnya aplikasinya menghibur",lagi enak dengerin eh mati sendiri  udah instal ulang tpi tetap juga  tolong di perbaiki ya soalnya aplikasinya menghibur,lagi enak dengerin eh mati sendiri  udah instal ulang tpi tetap juga  tolong di perbaiki ya soalnya aplikasinya menghibur,enak dengerin eh mati udah instal ulang tpi tolong perbaiki ya aplikasinya menghibur,enak dengarkan eh mati sudah instal ulang tetapi tolong perbaiki ya aplikasinya menghibur
587,"MUSMAS jadi VIP sebulan 2x ? skip masih jokes bapak2 saatnya uninstal noice balik ke spotify, dan masih mending beli lucuflix biar berbayar tp permanen satttttt",netral,netral,netral,"musmas jadi vip sebulan 2x ? skip masih jokes bapak2 saatnya uninstal noice balik ke spotify, dan masih mending beli lucuflix biar berbayar tp permanen satttttt",musmas jadi vip sebulan 2x   skip masih jokes bapak2 saatnya uninstal noice balik ke spotify  dan masih mending beli lucuflix biar berbayar tp permanen satttttt,musmas jadi vip sebulan 2x   skip masih jokes bapak2 saatnya uninstal noice balik ke spotify  dan masih mending beli lucuflix biar berbayar tp permanen satttttt,musmas vip sebulan 2x skip jokes bapak2 uninstal noice spotify mending beli lucuflix biar berbayar tp permanen satttttt,musmas vip sebulan 2x lewati jokes bapak2 uninstal noice spotify lebih baik beli lucuflix supaya berbayar tetapi permanen satttttt
588,sangat bagus dan sangat menambah ilmu,netral,netral,netral,sangat bagus dan sangat menambah ilmu,sangat bagus dan sangat menambah ilmu,sangat bagus dan sangat menambah ilmu,bagus menambah ilmu,bagus menambah ilmu
589,"Aplikasi ini sangat baguss sekali,bisa didengar saat waktu jalan2 pokoknya enak bgtt di dengar",netral,netral,netral,"aplikasi ini sangat baguss sekali,bisa didengar saat waktu jalan2 pokoknya enak bgtt di dengar",aplikasi ini sangat baguss sekali bisa didengar saat waktu jalan2 pokoknya enak bgtt di dengar,aplikasi ini sangat baguss sekali bisa didengar saat waktu jalan2 pokoknya enak bgtt di dengar,aplikasi baguss didengar jalan2 pokoknya enak bgtt dengar,aplikasi bagus didengar jalan-jalan pokoknya enak sekali dengar
590,Sumpah dah vipNya annoying banget. Dah mah iklan molo tiap buka episode.,netral,netral,netral,sumpah dah vipnya annoying banget. dah mah iklan molo tiap buka episode.,sumpah dah vipnya annoying banget  dah mah iklan molo tiap buka episode ,sumpah dah vipnya annoying banget  dah mah iklan molo tiap buka episode,sumpah dah vipnya annoying banget dah mah iklan molo buka episode,sumpah deh vipnya annoying sekali deh itu iklan molo buka episode
591,Tolong turunkan harga episode VIP !,netral,netral,netral,tolong turunkan harga episode vip !,tolong turunkan harga episode vip  ,tolong turunkan harga episode vip,tolong turunkan harga episode vip,tolong turunkan harga episode vip
592,"Suka loading trus. Baru 15 detik cerita, eh loading lagi. Baru lama lagi loadingnya g tau kenapa😔",netral,netral,negatif,"suka loading trus. baru 15 detik cerita, eh loading lagi. baru lama lagi loadingnya g tau kenapa😔",suka loading trus  baru 15 detik cerita  eh loading lagi  baru lama lagi loadingnya g tau kenapa ,suka loading trus  baru 15 detik cerita  eh loading lagi  baru lama lagi loadingnya g tau kenapa,suka loading trus 15 detik cerita eh loading loadingnya g tau,suka memuat terus 15 detik cerita eh memuat loadingnya tidak tahu
593,Kenapa ya akhir akhir ini noice sering banet loading dan lag padahal jaringan saya baguss smoga cepet di benerin bug nyaa!,netral,netral,negatif,kenapa ya akhir akhir ini noice sering banet loading dan lag padahal jaringan saya baguss smoga cepet di benerin bug nyaa!,kenapa ya akhir akhir ini noice sering banet loading dan lag padahal jaringan saya baguss smoga cepet di benerin bug nyaa ,kenapa ya akhir akhir ini noice sering banet loading dan lag padahal jaringan saya baguss smoga cepet di benerin bug nyaa,ya noice banet loading lag jaringan baguss smoga cepet benerin bug nyaa,ya noice banet memuat lag jaringan bagus semoga cepat perbaiki eror nya
594,bagus cuma gampang abis kuota aja klo denger ini,netral,negatif,netral,bagus cuma gampang abis kuota aja klo denger ini,bagus cuma gampang abis kuota aja klo denger ini,bagus cuma gampang abis kuota aja klo denger ini,bagus gampang abis kuota aja klo denger,bagus mudah habis kuota saja kalau dengar
595,"Kasih bintang 2 aja deh soalnya waktu pertama download ngga harus pake coin(gratis)kalo mau dengerin, sekarang harus pake coin dulu baru bisa dengerin. Semua nya pasti UUD (ujung² nya duit)",netral,netral,netral,"kasih bintang 2 aja deh soalnya waktu pertama download ngga harus pake coin(gratis)kalo mau dengerin, sekarang harus pake coin dulu baru bisa dengerin. semua nya pasti uud (ujung² nya duit)",kasih bintang 2 aja deh soalnya waktu pertama download ngga harus pake coin gratis kalo mau dengerin  sekarang harus pake coin dulu baru bisa dengerin  semua nya pasti uud  ujung² nya duit ,kasih bintang 2 aja deh soalnya waktu pertama download ngga harus pake coin gratis kalo mau dengerin  sekarang harus pake coin dulu baru bisa dengerin  semua nya pasti uud  ujung² nya duit,kasih bintang 2 aja deh download ngga pake coin gratis kalo dengerin pake coin dengerin nya uud ujung² nya duit,kasih bintang 2 saja deh unduh tidak pakai coin gratis kalau dengarkan pakai coin dengarkan nya uud ujung² nya uang
