,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize,tokenize
743,"NOICE I nya IKLAN Mau ngeklik eps 12 musmas ada iklan, abis iklannya kelar yang ke play malah eps 2 kocakkk, mana iklannya 2x",0,0,0,"noice i nya iklan mau ngeklik eps 12 musmas ada iklan, abis iklannya kelar yang ke play malah eps 2 kocakkk, mana iklannya 2x",noice i nya iklan mau ngeklik eps 12 musmas ada iklan abis iklannya kelar yang ke play malah eps 2 kocakkk mana iklannya 2x,noice i nya iklan mau ngeklik eps 12 musmas ada iklan abis iklannya kelar yang ke play malah eps 2 kocakkk mana iklannya 2x,noice i nya iklan ngeklik eps 12 musmas iklan abis iklannya kelar play eps 2 kocakkk iklannya 2x,noice i nya iklan ngeklik eps 12 musmas iklan habis iklannya kelar play eps 2 kocak iklannya 2x,"['noice', 'i', 'nya', 'iklan', 'ngeklik', 'eps', '12', 'musmas', 'iklan', 'habis', 'iklannya', 'kelar', 'play', 'eps', '2', 'kocak', 'iklannya', '2x']"
744,aplikasi ini bagus banget kita bisa dengerin podcast serem lucu dan sedih,0,0,0,aplikasi ini bagus banget kita bisa dengerin podcast serem lucu dan sedih,aplikasi ini bagus banget kita bisa dengerin podcast serem lucu dan sedih,aplikasi ini bagus banget kita bisa dengerin podcast serem lucu dan sedih,aplikasi bagus banget dengerin podcast serem lucu sedih,aplikasi bagus banget dengarkan podcast seram lucu sedih,"['aplikasi', 'bagus', 'banget', 'dengarkan', 'podcast', 'seram', 'lucu', 'sedih']"
745,enak banget kalo mau tidur sambil dengerin ini apa lagi kaum jomblo,0,0,0,enak banget kalo mau tidur sambil dengerin ini apa lagi kaum jomblo,enak banget kalo mau tidur sambil dengerin ini apa lagi kaum jomblo,enak banget kalo mau tidur sambil dengerin ini apa lagi kaum jomblo,enak banget kalo tidur dengerin kaum jomblo,enak banget kalo tidur dengarkan kaum jomblo,"['enak', 'banget', 'kalo', 'tidur', 'dengarkan', 'kaum', 'jomblo']"
746,"Kontennya top banget, mantab sekali aplikasi ini",0,0,0,"kontennya top banget, mantab sekali aplikasi ini",kontennya top banget mantab sekali aplikasi ini,kontennya top banget mantab sekali aplikasi ini,kontennya top banget mantab aplikasi,kontennya top banget mantab aplikasi,"['kontennya', 'top', 'banget', 'mantab', 'aplikasi']"
747,"kebanyakan iklan woi, mau dengerin jd ga nyaman",0,0,0,"kebanyakan iklan woi, mau dengerin jd ga nyaman",kebanyakan iklan woi mau dengerin jd ga nyaman,kebanyakan iklan woi mau dengerin jd ga nyaman,kebanyakan iklan woi dengerin jd ga nyaman,kebanyakan iklan woi dengarkan jadi enggak nyaman,"['kebanyakan', 'iklan', 'woi', 'dengarkan', 'jadi', 'enggak', 'nyaman']"
748,bagus banget soalnya bisa berimajinasi,0,0,0,bagus banget soalnya bisa berimajinasi,bagus banget soalnya bisa berimajinasi,bagus banget soalnya bisa berimajinasi,bagus banget berimajinasi,bagus banget berimajinasi,"['bagus', 'banget', 'berimajinasi']"
749,"mantap, tempat kumpulan konten audio yang keren untuk menemani perjalanan dll",0,0,0,"mantap, tempat kumpulan konten audio yang keren untuk menemani perjalanan dll",mantap tempat kumpulan konten audio yang keren untuk menemani perjalanan dll,mantap tempat kumpulan konten audio yang keren untuk menemani perjalanan dll,mantap kumpulan konten audio keren menemani perjalanan dll,mantap kumpulan konten audio keren menemani perjalanan dll,"['mantap', 'kumpulan', 'konten', 'audio', 'keren', 'menemani', 'perjalanan', 'dll']"
750,"Sekarang kalo buka appnya lama, padahal udah update tapi bugnya masih ada",0,0,-1,"sekarang kalo buka appnya lama, padahal udah update tapi bugnya masih ada",sekarang kalo buka appnya lama padahal udah update tapi bugnya masih ada,sekarang kalo buka appnya lama padahal udah update tapi bugnya masih ada,kalo buka appnya udah update bugnya,kalo buka appnya sudah update bugnya,"['kalo', 'buka', 'appnya', 'sudah', 'update', 'bugnya']"
751,Akan unisntall ketika Berizik selesai di Noice.,0,0,0,akan unisntall ketika berizik selesai di noice.,akan unisntall ketika berizik selesai di noice,akan unisntall ketika berizik selesai di noice,unisntall berizik selesai noice,unisntall berizik selesai noice,"['unisntall', 'berizik', 'selesai', 'noice']"
752,"Pengalaman kurang memuaskan karna Terlalu banyak iklan, UI'nya jelek dan menurut saya jadi lebih ribet gak simple gitu, dan ada sih beberapa lagi yg saya gak suka tapi bagusnya, isinya lumayan banyak macemnya",-1,0,0,"pengalaman kurang memuaskan karna terlalu banyak iklan, ui'nya jelek dan menurut saya jadi lebih ribet gak simple gitu, dan ada sih beberapa lagi yg saya gak suka tapi bagusnya, isinya lumayan banyak macemnya",pengalaman kurang memuaskan karna terlalu banyak iklan uinya jelek dan menurut saya jadi lebih ribet gak simple gitu dan ada sih beberapa lagi yg saya gak suka tapi bagusnya isinya lumayan banyak macemnya,pengalaman kurang memuaskan karna terlalu banyak iklan uinya jelek dan menurut saya jadi lebih ribet gak simple gitu dan ada sih beberapa lagi yg saya gak suka tapi bagusnya isinya lumayan banyak macemnya,pengalaman memuaskan karna iklan uinya jelek ribet gak simple gitu sih yg gak suka bagusnya isinya lumayan macemnya,pengalaman puas karena iklan uinya jelek ribet enggak simple begitu sih yang enggak suka bagusnya isinya lumayan macemnya,"['pengalaman', 'puas', 'karena', 'iklan', 'uinya', 'jelek', 'ribet', 'enggak', 'simple', 'begitu', 'sih', 'yang', 'enggak', 'suka', 'bagusnya', 'isinya', 'lumayan', 'macemnya']"
753,"Iklannya tidak tanggung"" rame seperti di TV..!! Langsung uninstall...!!",0,0,0,"iklannya tidak tanggung"" rame seperti di tv..!! langsung uninstall...!!",iklannya tidak tanggung rame seperti di tv langsung uninstall,iklannya tidak tanggung rame seperti di tv langsung uninstall,iklannya tidak tanggung rame tv langsung uninstall,iklannya tidak tanggung rame tv langsung uninstall,"['iklannya', 'tidak', 'tanggung', 'rame', 'tv', 'langsung', 'uninstall']"
754,"Downgrade banget, pake koin segala sekarang",0,0,0,"downgrade banget, pake koin segala sekarang",downgrade banget pake koin segala sekarang,downgrade banget pake koin segala sekarang,downgrade banget pake koin,downgrade banget pakai koin,"['downgrade', 'banget', 'pakai', 'koin']"
755,Ritual setiap mau tidur.. Trio kurniaa kuurr kurrrr kurr kuurrrrr,0,0,0,ritual setiap mau tidur.. trio kurniaa kuurr kurrrr kurr kuurrrrr,ritual setiap mau tidur trio kurniaa kuurr kurrrr kurr kuurrrrr,ritual setiap mau tidur trio kurniaa kuurr kurrrr kurr kuurrrrr,ritual tidur trio kurniaa kuurr kurrrr kurr kuurrrrr,ritual tidur trio kurniaa kuurr kurrrr kurr kuurrrrr,"['ritual', 'tidur', 'trio', 'kurniaa', 'kuurr', 'kurrrr', 'kurr', 'kuurrrrr']"
756,jernih ga putis2. jadi hiburan dan informasi buat nemenin macet mudik ga putus juga mungkin tergantung providernya sih yaa...,0,1,1,jernih ga putis2. jadi hiburan dan informasi buat nemenin macet mudik ga putus juga mungkin tergantung providernya sih yaa...,jernih ga putis2 jadi hiburan dan informasi buat nemenin macet mudik ga putus juga mungkin tergantung providernya sih yaa,jernih ga putis2 jadi hiburan dan informasi buat nemenin macet mudik ga putus juga mungkin tergantung providernya sih yaa,jernih ga putis2 hiburan informasi nemenin macet mudik ga putus tergantung providernya sih yaa,jernih enggak putis2 hiburan informasi nemenin macet mudik enggak putus tergantung providernya sih ya,"['jernih', 'enggak', 'putis2', 'hiburan', 'informasi', 'nemenin', 'macet', 'mudik', 'enggak', 'putus', 'tergantung', 'providernya', 'sih', 'ya']"
757,Sering force close konten yg di download pun buat muter tetep susah buat di puter terus fungsinya bisa di download tuh apa ?,0,-1,-1,sering force close konten yg di download pun buat muter tetep susah buat di puter terus fungsinya bisa di download tuh apa ?,sering force close konten yg di download pun buat muter tetep susah buat di puter terus fungsinya bisa di download tuh apa ,sering force close konten yg di download pun buat muter tetep susah buat di puter terus fungsinya bisa di download tuh apa,force close konten yg download muter tetep susah puter fungsinya download tuh,force close konten yang download muter tetap susah puter fungsinya download tuh,"['force', 'close', 'konten', 'yang', 'download', 'muter', 'tetap', 'susah', 'puter', 'fungsinya', 'download', 'tuh']"
758,Gilaa aplikasi ini isinya tracking semua hahaHa.,0,0,0,gilaa aplikasi ini isinya tracking semua hahaha.,gilaa aplikasi ini isinya tracking semua hahaha,gilaa aplikasi ini isinya tracking semua hahaha,gilaa aplikasi isinya tracking hahaha,gila aplikasi isinya tracking hahaha,"['gila', 'aplikasi', 'isinya', 'tracking', 'hahaha']"
759,Download apk ini karna scary things tp ntah kenapa noice lgi ga bisa di buka pdhl udah update,0,0,0,download apk ini karna scary things tp ntah kenapa noice lgi ga bisa di buka pdhl udah update,download apk ini karna scary things tp ntah kenapa noice lgi ga bisa di buka pdhl udah update,download apk ini karna scary things tp ntah kenapa noice lgi ga bisa di buka pdhl udah update,download apk karna scary things tp ntah noice lgi ga buka pdhl udah update,download aplikasi karena scary things tapi entah noice lagi enggak buka padahal sudah update,"['download', 'aplikasi', 'karena', 'scary', 'things', 'tapi', 'entah', 'noice', 'lagi', 'enggak', 'buka', 'padahal', 'sudah', 'update']"
760,"Saya noicer saya pendengar lama dari musmas masih merajain top podcast,479Jam mendengarkan dan lumayan sering beli konten VIP tolonglah iklannya menurut saya kebanyakan kalo saya denger podcast monolog yg 2 3 min trs ada iklan lama lama juga kesel tolong dikurangin iklannya satttt bang satttt,terimakasih🙏",0,0,0,"saya noicer saya pendengar lama dari musmas masih merajain top podcast,479jam mendengarkan dan lumayan sering beli konten vip tolonglah iklannya menurut saya kebanyakan kalo saya denger podcast monolog yg 2 3 min trs ada iklan lama lama juga kesel tolong dikurangin iklannya satttt bang satttt,terimakasih🙏",saya noicer saya pendengar lama dari musmas masih merajain top podcast479jam mendengarkan dan lumayan sering beli konten vip tolonglah iklannya menurut saya kebanyakan kalo saya denger podcast monolog yg 2 3 min trs ada iklan lama lama juga kesel tolong dikurangin iklannya satttt bang sattttterimakasih,saya noicer saya pendengar lama dari musmas masih merajain top podcast479jam mendengarkan dan lumayan sering beli konten vip tolonglah iklannya menurut saya kebanyakan kalo saya denger podcast monolog yg 2 3 min trs ada iklan lama lama juga kesel tolong dikurangin iklannya satttt bang sattttterimakasih,noicer pendengar musmas merajain top podcast479jam mendengarkan lumayan beli konten vip tolonglah iklannya kebanyakan kalo denger podcast monolog yg 2 3 min trs iklan kesel tolong dikurangin iklannya satttt bang sattttterimakasih,noicer pendengar musmas merajain top podcast479jam mendengarkan lumayan beli konten vip tolonglah iklannya kebanyakan kalo dengar podcast monolog yang 2 3 min terus iklan kesel tolong dikurangin iklannya satttt bang sattttterimakasih,"['noicer', 'pendengar', 'musmas', 'merajain', 'top', 'podcast479jam', 'mendengarkan', 'lumayan', 'beli', 'konten', 'vip', 'tolonglah', 'iklannya', 'kebanyakan', 'kalo', 'dengar', 'podcast', 'monolog', 'yang', '2', '3', 'min', 'terus', 'iklan', 'kesel', 'tolong', 'dikurangin', 'iklannya', 'satttt', 'bang', 'sattttterimakasih']"
761,suka parah...gak pernah bosen dengerin nya,0,0,0,suka parah...gak pernah bosen dengerin nya,suka parahgak pernah bosen dengerin nya,suka parahgak pernah bosen dengerin nya,suka parahgak bosen dengerin nya,suka parahgak bosan dengarkan nya,"['suka', 'parahgak', 'bosan', 'dengarkan', 'nya']"
762,Bagus banget 😭 kok kata orang banyak iklannya tapi gak ada kok lancar lancar aja dengernya jadi makin betah kalau ada bintang 1000 Langsung aku kasih 😭😭😭😭,0,1,0,bagus banget 😭 kok kata orang banyak iklannya tapi gak ada kok lancar lancar aja dengernya jadi makin betah kalau ada bintang 1000 langsung aku kasih 😭😭😭😭,bagus banget  kok kata orang banyak iklannya tapi gak ada kok lancar lancar aja dengernya jadi makin betah kalau ada bintang 1000 langsung aku kasih ,bagus banget  kok kata orang banyak iklannya tapi gak ada kok lancar lancar aja dengernya jadi makin betah kalau ada bintang 1000 langsung aku kasih,bagus banget orang iklannya gak lancar lancar aja dengernya betah bintang 1000 langsung kasih,bagus banget orang iklannya enggak lancar lancar saja dengernya betah bintang 1000 langsung kasih,"['bagus', 'banget', 'orang', 'iklannya', 'enggak', 'lancar', 'lancar', 'saja', 'dengernya', 'betah', 'bintang', '1000', 'langsung', 'kasih']"
763,cerita menarik untuk di dengar,0,0,0,cerita menarik untuk di dengar,cerita menarik untuk di dengar,cerita menarik untuk di dengar,cerita menarik dengar,cerita menarik dengar,"['cerita', 'menarik', 'dengar']"
764,"Kalo liat komen ga bisa full pas pencet more pasti force close appnya, padahal udah di update",-1,0,-1,"kalo liat komen ga bisa full pas pencet more pasti force close appnya, padahal udah di update",kalo liat komen ga bisa full pas pencet more pasti force close appnya padahal udah di update,kalo liat komen ga bisa full pas pencet more pasti force close appnya padahal udah di update,kalo liat komen ga full pas pencet more force close appnya udah update,kalo lihat komen enggak full pas pencet more force close appnya sudah update,"['kalo', 'lihat', 'komen', 'enggak', 'full', 'pas', 'pencet', 'more', 'force', 'close', 'appnya', 'sudah', 'update']"
765,Noice makin sini makin bagus GK Kya dulu👍👍the best deh pokok ny👍👍,0,0,0,noice makin sini makin bagus gk kya dulu👍👍the best deh pokok ny👍👍,noice makin sini makin bagus gk kya duluthe best deh pokok ny,noice makin sini makin bagus gk kya duluthe best deh pokok ny,noice bagus gk kya duluthe best deh pokok ny,noice bagus enggak kaya duluthe best deh pokok nya,"['noice', 'bagus', 'enggak', 'kaya', 'duluthe', 'best', 'deh', 'pokok', 'nya']"
766,"Aku kasih bintang satu aja deh, soal nya aku mau aplikasi ini tuh jadi offline jadi ga banyak pake sinyal / data jadi biar hemat aja gitu. Plis ya jadiin offline nih aplikasi 🙏",0,0,0,"aku kasih bintang satu aja deh, soal nya aku mau aplikasi ini tuh jadi offline jadi ga banyak pake sinyal / data jadi biar hemat aja gitu. plis ya jadiin offline nih aplikasi 🙏",aku kasih bintang satu aja deh soal nya aku mau aplikasi ini tuh jadi offline jadi ga banyak pake sinyal  data jadi biar hemat aja gitu plis ya jadiin offline nih aplikasi ,aku kasih bintang satu aja deh soal nya aku mau aplikasi ini tuh jadi offline jadi ga banyak pake sinyal  data jadi biar hemat aja gitu plis ya jadiin offline nih aplikasi,kasih bintang aja deh nya aplikasi tuh offline ga pake sinyal data biar hemat aja gitu plis ya jadiin offline nih aplikasi,kasih bintang saja deh nya aplikasi tuh offline enggak pakai sinyal data biar hemat saja begitu plis ya jadikan offline nih aplikasi,"['kasih', 'bintang', 'saja', 'deh', 'nya', 'aplikasi', 'tuh', 'offline', 'enggak', 'pakai', 'sinyal', 'data', 'biar', 'hemat', 'saja', 'begitu', 'plis', 'ya', 'jadikan', 'offline', 'nih', 'aplikasi']"
767,"Alternatif teman perjalanan yang bisa didengerin saat di kendaraan umum atau kendaraan pribadi, juga saat mau tidur.",0,0,0,"alternatif teman perjalanan yang bisa didengerin saat di kendaraan umum atau kendaraan pribadi, juga saat mau tidur.",alternatif teman perjalanan yang bisa didengerin saat di kendaraan umum atau kendaraan pribadi juga saat mau tidur,alternatif teman perjalanan yang bisa didengerin saat di kendaraan umum atau kendaraan pribadi juga saat mau tidur,alternatif teman perjalanan didengerin kendaraan kendaraan pribadi tidur,alternatif teman perjalanan didengerin kendaraan kendaraan pribadi tidur,"['alternatif', 'teman', 'perjalanan', 'didengerin', 'kendaraan', 'kendaraan', 'pribadi', 'tidur']"
768,dulu everyday dengerin. sekarang everyday pake coin.....,0,0,0,dulu everyday dengerin. sekarang everyday pake coin.....,dulu everyday dengerin sekarang everyday pake coin,dulu everyday dengerin sekarang everyday pake coin,everyday dengerin everyday pake coin,everyday dengarkan everyday pakai coin,"['everyday', 'dengarkan', 'everyday', 'pakai', 'coin']"
769,"IKLANNYAAAAAAAA ya allah :( sampai 4x Baru mau dengerin, iklan. Sampai 4x.. Ganti topik, iklan lagi.",0,0,0,"iklannyaaaaaaaa ya allah :( sampai 4x baru mau dengerin, iklan. sampai 4x.. ganti topik, iklan lagi.",iklannyaaaaaaaa ya allah  sampai 4x baru mau dengerin iklan sampai 4x ganti topik iklan lagi,iklannyaaaaaaaa ya allah  sampai 4x baru mau dengerin iklan sampai 4x ganti topik iklan lagi,iklannyaaaaaaaa ya allah 4x dengerin iklan 4x ganti topik iklan,iklannyaaaaaaaa ya allah 4x dengarkan iklan 4x ganti topik iklan,"['iklannyaaaaaaaa', 'ya', 'allah', '4x', 'dengarkan', 'iklan', '4x', 'ganti', 'topik', 'iklan']"
770,cocok untuk jadi dongeng ps tidur✨,ner,0,0,cocok untuk jadi dongeng ps tidur✨,cocok untuk jadi dongeng ps tidur,cocok untuk jadi dongeng ps tidur,cocok dongeng ps tidur,cocok dongeng pas tidur,"['cocok', 'dongeng', 'pas', 'tidur']"
771,"Udah top up, koinya ga masuk",0,-1,0,"udah top up, koinya ga masuk",udah top up koinya ga masuk,udah top up koinya ga masuk,udah top up koinya ga masuk,sudah top up koinya enggak masuk,"['sudah', 'top', 'up', 'koinya', 'enggak', 'masuk']"
772,Sinyal lancar tapi gambar ga keluar dan lemod,0,0,-1,sinyal lancar tapi gambar ga keluar dan lemod,sinyal lancar tapi gambar ga keluar dan lemod,sinyal lancar tapi gambar ga keluar dan lemod,sinyal lancar gambar ga lemod,sinyal lancar gambar enggak lemod,"['sinyal', 'lancar', 'gambar', 'enggak', 'lemod']"
